timestamp,src_ip,dst_ip,proto,length,ttl,src_port,dst_port,flags,tcp_window,attack_type,window_idx
1779557709.699613,192.168.1.7,192.168.1.100,17,697,105,39089,22,,,,12
1779557709.727947,192.168.1.33,192.168.1.100,6,327,109,47628,8080,FA,41112.0,,12
1779557709.751295,192.168.1.16,192.168.1.100,6,449,119,59718,8080,SA,54761.0,,12
1779557709.751328,192.168.1.38,192.168.1.100,17,40,122,45872,80,,,,12
1779557709.757279,192.168.1.4,192.168.1.100,17,236,75,50590,3306,,,,12
1779557709.769067,192.168.1.35,192.168.1.100,6,40,98,49230,80,A,38187.0,,12
1779557709.833254,192.168.1.20,192.168.1.100,6,644,106,59985,8080,PA,54929.0,,12
1779557709.970685,192.168.1.32,192.168.1.100,6,138,103,35653,53,PA,56197.0,,12
1779557709.971889,192.168.1.50,192.168.1.100,6,331,70,41318,53,PA,18469.0,,12
1779557709.97826,192.168.1.33,192.168.1.100,17,315,123,35357,80,,,,12
1779557709.978659,192.168.1.21,192.168.1.100,17,323,127,50880,80,,,,12
1779557709.980973,192.168.1.20,192.168.1.100,6,305,106,44047,80,SA,39511.0,,12
1779557709.981859,192.168.1.34,192.168.1.100,6,476,79,53531,8080,FA,35819.0,,12
1779557709.990389,192.168.1.25,192.168.1.100,6,276,116,45118,53,PA,25820.0,,12
1779557710.006274,192.168.1.50,192.168.1.100,6,376,128,50920,22,A,20843.0,,12
1779557710.009292,192.168.1.7,192.168.1.100,6,205,77,38524,443,A,17452.0,,12
1779557710.018735,192.168.1.9,192.168.1.100,6,436,84,58637,53,S,46735.0,,12
1779557710.045955,192.168.1.47,192.168.1.100,6,490,83,50498,443,SA,40562.0,,12
1779557710.062516,192.168.1.9,192.168.1.100,6,342,105,40648,22,SA,38335.0,,12
1779557710.062688,192.168.1.5,192.168.1.100,6,407,119,47529,443,A,29224.0,,12
1779557710.085113,192.168.1.45,192.168.1.100,6,572,64,37405,443,PA,38279.0,,12
1779557710.104736,192.168.1.42,192.168.1.100,1,462,114,49505,443,,,,13
1779557710.221915,192.168.1.39,192.168.1.100,6,461,108,50071,3306,S,53855.0,,13
1779557710.251463,192.168.1.16,192.168.1.100,17,339,104,41313,3306,,,,13
1779557710.266138,192.168.1.24,192.168.1.100,6,210,120,42992,53,A,38375.0,,13
1779557710.29329,192.168.1.37,192.168.1.100,6,652,80,52720,22,S,13102.0,,13
1779557710.298493,192.168.1.12,192.168.1.100,17,628,66,58591,53,,,,13
1779557710.327803,192.168.1.47,192.168.1.100,6,565,125,34662,443,SA,21525.0,,13
1779557710.336751,192.168.1.16,192.168.1.100,6,538,99,33461,22,A,41064.0,,13
1779557710.34437,192.168.1.13,192.168.1.100,6,103,123,59567,53,A,31042.0,,13
1779557710.356274,192.168.1.9,192.168.1.100,6,547,104,59412,53,S,48589.0,,13
1779557710.390067,192.168.1.4,192.168.1.100,6,384,98,36432,80,S,37913.0,,13
1779557710.390447,192.168.1.15,192.168.1.100,6,299,82,52837,443,A,29836.0,,13
1779557710.473487,192.168.1.28,192.168.1.100,6,725,125,49809,80,SA,30805.0,,13
1779557710.485738,192.168.1.42,192.168.1.100,6,669,125,53521,22,SA,8390.0,,13
1779557710.524806,192.168.1.32,192.168.1.100,6,235,88,40041,8080,A,38524.0,,13
1779557710.558974,192.168.1.21,192.168.1.100,6,476,103,51126,22,A,57399.0,,13
1779557710.569152,192.168.1.9,192.168.1.100,6,102,115,31271,80,A,60057.0,,13
1779557710.589583,192.168.1.40,192.168.1.100,6,443,95,50298,53,PA,12873.0,,13
1779557710.669454,192.168.1.18,192.168.1.100,1,603,115,52609,8080,,,,13
1779557710.690762,192.168.1.36,192.168.1.100,6,304,96,38078,8080,A,34467.0,,13
1779557710.716506,192.168.1.5,192.168.1.100,6,530,124,40608,443,S,24459.0,,13
1779557710.755396,192.168.1.48,192.168.1.100,17,622,65,58248,8080,,,,13
1779557710.778216,192.168.1.30,192.168.1.100,1,602,83,44192,8443,,,,13
1779557710.819515,192.168.1.42,192.168.1.100,17,724,82,39590,443,,,,13
1779557710.838758,192.168.1.40,192.168.1.100,17,753,89,40399,53,,,,13
1779557710.852114,192.168.1.10,192.168.1.100,6,549,94,36404,53,PA,38096.0,,13
1779557710.856382,192.168.1.40,192.168.1.100,6,364,64,57448,3306,PA,18122.0,,13
1779557710.869282,192.168.1.38,192.168.1.100,6,300,94,58155,3306,A,20617.0,,13
1779557710.896785,192.168.1.14,192.168.1.100,6,521,101,46891,80,A,54130.0,,13
1779557710.922827,192.168.1.46,192.168.1.100,6,516,95,46472,3306,PA,23885.0,,13
1779557710.932161,192.168.1.10,192.168.1.100,6,255,100,30238,8080,SA,10751.0,,13
1779557710.964309,192.168.1.27,192.168.1.100,6,558,127,47766,8443,S,55394.0,,13
1779557710.983474,192.168.1.36,192.168.1.100,6,669,94,41988,80,A,50961.0,,13
1779557710.997857,192.168.1.7,192.168.1.100,6,469,123,55955,8443,FA,63356.0,,13
1779557711.022161,192.168.1.19,192.168.1.100,6,301,105,51589,8080,S,45228.0,,13
1779557711.083438,192.168.1.22,192.168.1.100,1,841,85,54782,443,,,,13
1779557711.1457,192.168.1.15,192.168.1.100,6,287,123,49060,3306,A,27779.0,,13
1779557711.149219,192.168.1.37,192.168.1.100,6,173,127,30011,443,A,9707.0,,13
1779557711.158312,192.168.1.32,192.168.1.100,6,169,72,35008,443,FA,61347.0,,13
1779557711.165347,192.168.1.14,192.168.1.100,17,518,122,33466,8443,,,,13
1779557711.1659,192.168.1.50,192.168.1.100,6,234,83,47519,53,A,63040.0,,13
1779557711.23154,192.168.1.28,192.168.1.100,6,191,89,48310,443,FA,40709.0,,13
1779557711.237367,192.168.1.21,192.168.1.100,17,255,119,34366,8443,,,,13
1779557711.251323,192.168.1.8,192.168.1.100,6,289,94,44250,443,PA,10786.0,,13
1779557711.252532,192.168.1.18,192.168.1.100,6,142,90,58424,22,S,12799.0,,13
1779557711.276594,192.168.1.27,192.168.1.100,6,348,111,47807,443,S,45330.0,,13
1779557711.298364,192.168.1.8,192.168.1.100,17,435,88,52034,53,,,,13
1779557711.303003,192.168.1.41,192.168.1.100,6,544,127,54624,3306,SA,31019.0,,13
1779557711.318494,192.168.1.22,192.168.1.100,6,360,66,42129,8080,S,14078.0,,13
1779557711.32036,192.168.1.27,192.168.1.100,6,620,82,41558,3306,A,37104.0,,13
1779557711.331497,192.168.1.49,192.168.1.100,6,40,68,34975,22,A,38613.0,,13
1779557711.33923,192.168.1.14,192.168.1.100,6,727,116,54087,80,PA,63987.0,,13
1779557711.384077,192.168.1.21,192.168.1.100,6,293,112,32745,80,A,22568.0,,13
1779557711.403654,192.168.1.13,192.168.1.100,6,526,94,39670,3306,A,48110.0,,13
1779557711.423852,192.168.1.13,192.168.1.100,6,361,76,58069,22,S,16891.0,,13
1779557711.441308,192.168.1.6,192.168.1.100,6,150,94,31065,80,PA,47158.0,,13
1779557711.457635,192.168.1.50,192.168.1.100,6,198,97,52809,80,A,56773.0,,13
1779557711.499746,192.168.1.6,192.168.1.100,6,539,64,52920,22,S,62774.0,,13
1779557711.499975,192.168.1.37,192.168.1.100,6,556,76,49878,8080,FA,14555.0,,13
1779557711.504431,192.168.1.28,192.168.1.100,6,174,115,53864,3306,PA,39444.0,,13
1779557711.510387,192.168.1.23,192.168.1.100,6,413,120,47634,3306,A,13580.0,,13
1779557711.552716,192.168.1.49,192.168.1.100,6,205,125,48066,53,A,45634.0,,13
1779557711.642189,192.168.1.13,192.168.1.100,6,59,69,47651,22,SA,45920.0,,13
1779557711.683367,192.168.1.12,192.168.1.100,17,297,110,46049,22,,,,13
1779557711.744108,192.168.1.15,192.168.1.100,6,622,115,54809,80,SA,37942.0,,13
1779557711.797217,192.168.1.14,192.168.1.100,6,722,95,51005,8080,PA,26315.0,,13
1779557711.835206,192.168.1.18,192.168.1.100,1,267,68,58913,8443,,,,13
1779557711.869513,192.168.1.19,192.168.1.100,17,144,89,33710,80,,,,13
1779557711.875223,192.168.1.40,192.168.1.100,6,922,119,42564,8443,SA,18344.0,,13
1779557711.886089,192.168.1.20,192.168.1.100,6,688,84,58748,80,PA,28911.0,,13
1779557711.898819,192.168.1.41,192.168.1.100,6,330,102,55118,3306,A,15924.0,,13
1779557711.903872,192.168.1.4,192.168.1.100,6,524,72,42709,53,S,22411.0,,13
1779557711.913249,192.168.1.30,192.168.1.100,6,465,123,45464,80,PA,12759.0,,13
1779557711.916801,192.168.1.17,192.168.1.100,6,404,96,54905,22,PA,17172.0,,13
1779557711.944005,192.168.1.49,192.168.1.100,6,720,113,54146,8080,A,12908.0,,13
1779557711.984178,192.168.1.7,192.168.1.100,6,646,81,43496,22,FA,26204.0,,13
1779557711.993516,192.168.1.48,192.168.1.100,17,699,101,53587,22,,,,13
1779557711.993648,192.168.1.3,192.168.1.100,6,681,69,35399,22,A,61705.0,,13
1779557711.998965,192.168.1.44,192.168.1.100,6,169,109,41998,8080,A,35226.0,,13
1779557712.047093,192.168.1.20,192.168.1.100,6,185,107,56045,22,S,33525.0,,13
1779557712.057366,192.168.1.14,192.168.1.100,6,593,104,44440,22,PA,55265.0,,13
1779557712.068542,192.168.1.8,192.168.1.100,6,214,73,31321,443,A,32427.0,,13
1779557712.105368,192.168.1.17,192.168.1.100,17,659,99,32231,443,,,,14
1779557712.118147,192.168.1.16,192.168.1.100,6,724,121,54870,22,A,63655.0,,14
1779557712.16997,192.168.1.33,192.168.1.100,6,372,109,54591,53,A,10314.0,,14
1779557712.170429,192.168.1.12,192.168.1.100,6,243,85,56985,3306,S,59542.0,,14
1779557712.187616,192.168.1.23,192.168.1.100,6,430,85,50945,80,A,19681.0,,14
1779557712.218535,192.168.1.15,192.168.1.100,6,273,81,31456,3306,SA,63272.0,,14
1779557712.263172,192.168.1.11,192.168.1.100,17,113,117,50159,80,,,,14
1779557712.263591,192.168.1.16,192.168.1.100,17,188,102,49517,8080,,,,14
1779557712.268557,192.168.1.41,192.168.1.100,6,352,123,46905,3306,A,56392.0,,14
1779557712.284658,192.168.1.9,192.168.1.100,6,130,74,43712,443,A,28120.0,,14
1779557712.306338,192.168.1.44,192.168.1.100,6,775,78,37353,443,S,28767.0,,14
1779557712.322813,192.168.1.14,192.168.1.100,6,345,77,47322,80,FA,62166.0,,14
1779557712.333189,192.168.1.7,192.168.1.100,6,771,65,31220,8080,A,12080.0,,14
1779557712.336395,192.168.1.18,192.168.1.100,6,236,66,52833,22,S,34222.0,,14
1779557712.357798,192.168.1.25,192.168.1.100,6,325,78,33739,443,A,61343.0,,14
1779557712.388051,192.168.1.47,192.168.1.100,6,284,98,59998,8443,FA,60753.0,,14
1779557712.407014,192.168.1.20,192.168.1.100,6,392,67,53275,53,A,54133.0,,14
1779557712.429457,192.168.1.26,192.168.1.100,17,304,87,51325,22,,,,14
1779557712.444833,192.168.1.26,192.168.1.100,6,746,78,53097,3306,S,43966.0,,14
1779557712.468261,192.168.1.5,192.168.1.100,17,362,95,56296,443,,,,14
1779557712.503226,192.168.1.5,192.168.1.100,6,41,105,32722,53,FA,46214.0,,14
1779557712.548717,192.168.1.45,192.168.1.100,6,428,117,48263,443,S,19862.0,,14
1779557712.590055,192.168.1.15,192.168.1.100,17,499,103,35625,8443,,,,14
1779557712.592966,192.168.1.51,192.168.1.100,6,492,84,37055,443,SA,65258.0,,14
1779557712.594147,192.168.1.25,192.168.1.100,6,223,96,36541,443,S,9401.0,,14
1779557712.596685,192.168.1.7,192.168.1.100,6,639,74,41337,22,S,60183.0,,14
1779557712.600504,192.168.1.31,192.168.1.100,17,194,89,33558,8443,,,,14
1779557712.609843,192.168.1.41,192.168.1.100,17,621,97,44464,3306,,,,14
1779557712.625171,192.168.1.9,192.168.1.100,6,500,121,51175,8080,A,37551.0,,14
1779557712.673508,192.168.1.16,192.168.1.100,6,228,88,44219,80,FA,43085.0,,14
1779557712.680718,192.168.1.13,192.168.1.100,6,460,108,33174,8443,A,17862.0,,14
1779557712.696036,192.168.1.48,192.168.1.100,6,458,82,59892,443,A,8557.0,,14
1779557712.727537,192.168.1.10,192.168.1.100,1,256,74,57354,443,,,,14
1779557712.73694,192.168.1.12,192.168.1.100,17,256,96,31249,8443,,,,14
1779557712.743287,192.168.1.30,192.168.1.100,6,50,93,42717,80,PA,22691.0,,14
1779557712.75775,192.168.1.24,192.168.1.100,6,473,70,52407,80,A,56739.0,,14
1779557712.768313,192.168.1.18,192.168.1.100,6,633,91,48755,22,A,15796.0,,14
1779557712.787755,192.168.1.16,192.168.1.100,6,376,126,54400,22,S,17899.0,,14
1779557712.795764,192.168.1.35,192.168.1.100,6,709,92,54999,8080,FA,45507.0,,14
1779557712.840069,192.168.1.46,192.168.1.100,6,784,108,31548,22,A,46274.0,,14
1779557712.859181,192.168.1.48,192.168.1.100,6,211,89,46334,8080,FA,37912.0,,14
1779557712.862736,192.168.1.13,192.168.1.100,6,904,97,50177,53,A,29304.0,,14
1779557712.925326,192.168.1.13,192.168.1.100,17,417,90,44426,3306,,,,14
1779557712.937055,192.168.1.41,192.168.1.100,6,289,76,34572,8080,A,48590.0,,14
1779557712.938933,192.168.1.9,192.168.1.100,6,539,118,33854,8443,A,56143.0,,14
1779557712.941912,192.168.1.4,192.168.1.100,6,392,72,51073,8443,S,31122.0,,14
1779557712.946719,192.168.1.40,192.168.1.100,6,224,119,34253,22,A,51835.0,,14
1779557712.952015,192.168.1.21,192.168.1.100,1,670,104,51436,80,,,,14
1779557712.998802,192.168.1.30,192.168.1.100,6,101,97,52384,8080,SA,41950.0,,14
1779557713.042038,192.168.1.9,192.168.1.100,6,640,69,30763,80,SA,8240.0,,14
1779557713.079854,192.168.1.33,192.168.1.100,17,349,116,57187,53,,,,14
1779557713.112952,192.168.1.19,192.168.1.100,17,589,74,42715,443,,,,14
1779557713.131532,192.168.1.51,192.168.1.100,17,859,112,48069,80,,,,14
1779557713.149899,192.168.1.40,192.168.1.100,6,158,65,38900,3306,A,21767.0,,14
1779557713.156238,192.168.1.3,192.168.1.100,6,393,65,40989,22,A,53111.0,,14
1779557713.161199,192.168.1.10,192.168.1.100,17,396,102,48464,8443,,,,14
1779557713.176124,192.168.1.30,192.168.1.100,17,212,79,48349,8443,,,,14
1779557713.191348,192.168.1.31,192.168.1.100,17,618,95,52971,8443,,,,14
1779557713.210387,192.168.1.12,192.168.1.100,6,40,110,37907,8080,A,44108.0,,14
1779557713.212652,192.168.1.18,192.168.1.100,6,579,112,40866,80,S,21646.0,,14
1779557713.226514,192.168.1.4,192.168.1.100,6,578,128,32039,443,A,19070.0,,14
1779557713.247054,192.168.1.47,192.168.1.100,6,90,81,57079,22,PA,37862.0,,14
1779557713.270839,192.168.1.42,192.168.1.100,6,448,78,42374,3306,A,11204.0,,14
1779557713.325496,192.168.1.51,192.168.1.100,6,320,79,33231,3306,A,30105.0,,14
1779557713.330592,192.168.1.21,192.168.1.100,1,580,108,45267,3306,,,,14
1779557713.332436,192.168.1.37,192.168.1.100,6,353,92,49308,8080,A,52664.0,,14
1779557713.352003,192.168.1.38,192.168.1.100,17,594,100,55363,22,,,,14
1779557713.352103,192.168.1.19,192.168.1.100,1,424,90,33561,443,,,,14
1779557713.367199,192.168.1.6,192.168.1.100,17,488,113,56801,80,,,,14
1779557713.378914,192.168.1.47,192.168.1.100,6,770,110,31455,443,SA,8642.0,,14
1779557713.491158,192.168.1.27,192.168.1.100,17,465,90,50228,443,,,,14
1779557713.518054,192.168.1.25,192.168.1.100,6,40,88,33026,443,A,41901.0,,14
1779557713.534146,192.168.1.16,192.168.1.100,6,378,69,43658,8080,FA,63719.0,,14
1779557713.547223,192.168.1.4,192.168.1.100,6,652,123,56876,22,S,34038.0,,14
1779557713.556811,192.168.1.13,192.168.1.100,17,229,75,31066,8443,,,,14
1779557713.566851,192.168.1.11,192.168.1.100,6,437,67,47562,22,FA,39556.0,,14
1779557713.587485,192.168.1.36,192.168.1.100,1,45,101,34849,22,,,,14
1779557713.617437,192.168.1.21,192.168.1.100,6,417,123,52154,443,FA,23122.0,,14
1779557713.617556,192.168.1.40,192.168.1.100,6,310,101,58958,8080,SA,51492.0,,14
1779557713.650491,192.168.1.19,192.168.1.100,6,261,100,51947,3306,S,36041.0,,14
1779557713.671369,192.168.1.29,192.168.1.100,6,542,127,49654,8080,SA,29339.0,,14
1779557713.679959,192.168.1.4,192.168.1.100,6,40,70,43211,53,PA,52501.0,,14
1779557713.699585,192.168.1.25,192.168.1.100,17,499,114,57029,8080,,,,14
1779557713.706928,192.168.1.51,192.168.1.100,17,611,127,30784,3306,,,,14
1779557713.715929,192.168.1.36,192.168.1.100,6,339,88,43045,80,S,29091.0,,14
1779557713.735073,192.168.1.36,192.168.1.100,17,159,67,41437,443,,,,14
1779557713.771351,192.168.1.2,192.168.1.100,6,703,68,43309,8080,A,23760.0,,14
1779557713.78613,192.168.1.26,192.168.1.100,6,606,97,46145,8443,PA,36973.0,,14
1779557713.820749,192.168.1.42,192.168.1.100,6,306,71,51962,3306,A,23410.0,,14
1779557713.884271,192.168.1.7,192.168.1.100,6,574,118,43106,53,FA,21260.0,,14
1779557713.909161,192.168.1.17,192.168.1.100,17,442,65,53803,80,,,,14
1779557713.927017,192.168.1.26,192.168.1.100,6,434,65,32549,53,A,36419.0,,14
1779557713.940078,192.168.1.21,192.168.1.100,6,82,86,54726,80,FA,45129.0,,14
1779557713.969099,192.168.1.42,192.168.1.100,17,361,122,55116,443,,,,14
1779557713.982292,192.168.1.38,192.168.1.100,6,151,83,51343,8080,FA,65326.0,,14
1779557714.005188,192.168.1.50,192.168.1.100,6,439,80,50978,53,A,46255.0,,14
1779557714.008477,192.168.1.34,192.168.1.100,6,604,88,56853,80,A,48522.0,,14
1779557714.09814,192.168.1.26,192.168.1.100,6,157,78,37087,443,A,64746.0,,15
1779557714.114803,192.168.1.27,192.168.1.100,6,114,120,32535,80,A,33397.0,,15
1779557714.139951,192.168.1.16,192.168.1.100,6,466,74,30393,8443,A,51490.0,,15
1779557714.143961,192.168.1.19,192.168.1.100,17,587,111,36821,8080,,,,15
1779557714.160459,192.168.1.29,192.168.1.100,6,507,126,57976,8080,A,17052.0,,15
1779557714.163417,192.168.1.28,192.168.1.100,6,495,113,49482,443,A,45106.0,,15
1779557714.163807,192.168.1.8,192.168.1.100,17,225,68,38833,8443,,,,15
1779557714.243705,192.168.1.44,192.168.1.100,6,182,92,40072,22,A,63272.0,,15
1779557714.252508,192.168.1.21,192.168.1.100,6,393,109,41958,443,FA,57489.0,,15
1779557714.274413,192.168.1.45,192.168.1.100,6,191,122,34150,8443,SA,22948.0,,15
1779557714.298577,192.168.1.34,192.168.1.100,6,679,116,45000,22,A,33796.0,,15
1779557714.324383,192.168.1.24,192.168.1.100,6,362,123,53502,3306,S,25004.0,,15
1779557714.350877,192.168.1.25,192.168.1.100,6,255,75,57350,8443,FA,40234.0,,15
1779557714.366898,192.168.1.4,192.168.1.100,17,835,107,47021,8080,,,,15
1779557714.374572,192.168.1.6,192.168.1.100,17,313,111,48769,443,,,,15
1779557714.420891,192.168.1.6,192.168.1.100,1,636,117,40929,3306,,,,15
1779557714.432215,192.168.1.6,192.168.1.100,6,308,95,41377,22,A,37393.0,,15
1779557714.474227,192.168.1.31,192.168.1.100,6,272,107,54261,443,FA,64677.0,,15
1779557714.484973,192.168.1.34,192.168.1.100,6,275,67,59332,53,PA,18683.0,,15
1779557714.501195,192.168.1.19,192.168.1.100,17,551,90,36153,22,,,,15
1779557714.506017,192.168.1.9,192.168.1.100,6,723,77,55791,443,A,20897.0,,15
1779557714.577297,192.168.1.38,192.168.1.100,6,471,119,33915,8443,SA,32957.0,,15
1779557714.586839,192.168.1.25,192.168.1.100,6,514,104,58122,53,FA,14476.0,,15
1779557714.591459,192.168.1.9,192.168.1.100,6,422,92,30813,80,A,53249.0,,15
1779557714.594994,192.168.1.40,192.168.1.100,6,484,125,45638,3306,A,50423.0,,15
1779557714.638446,192.168.1.2,192.168.1.100,6,40,87,31649,22,A,57250.0,,15
1779557714.651308,192.168.1.3,192.168.1.100,6,384,107,56456,8443,SA,18324.0,,15
1779557714.673322,192.168.1.43,192.168.1.100,17,223,74,54989,8443,,,,15
1779557714.676988,192.168.1.32,192.168.1.100,17,276,124,59994,443,,,,15
1779557714.68614,192.168.1.26,192.168.1.100,6,242,101,47336,8443,A,55155.0,,15
1779557714.705725,192.168.1.17,192.168.1.100,17,705,76,31540,53,,,,15
1779557714.733077,192.168.1.51,192.168.1.100,6,485,76,51769,22,A,33449.0,,15
1779557714.742604,192.168.1.21,192.168.1.100,17,435,86,36150,8080,,,,15
1779557714.747391,192.168.1.47,192.168.1.100,17,285,85,39591,3306,,,,15
1779557714.797074,192.168.1.50,192.168.1.100,6,408,87,58610,22,FA,36665.0,,15
1779557714.845516,192.168.1.45,192.168.1.100,6,848,69,41410,22,SA,40185.0,,15
1779557714.847045,192.168.1.51,192.168.1.100,6,666,98,30652,80,FA,25091.0,,15
1779557714.864883,192.168.1.40,192.168.1.100,17,399,125,40970,8080,,,,15
1779557714.869785,192.168.1.51,192.168.1.100,6,629,117,31958,53,S,56372.0,,15
1779557714.962096,192.168.1.9,192.168.1.100,6,432,68,56836,22,SA,53820.0,,15
1779557715.014398,192.168.1.7,192.168.1.100,6,389,81,57041,53,A,27067.0,,15
1779557715.026344,192.168.1.32,192.168.1.100,17,620,127,55420,80,,,,15
1779557715.046227,192.168.1.23,192.168.1.100,6,944,121,49996,80,A,62363.0,,15
1779557715.048858,192.168.1.19,192.168.1.100,17,460,83,47167,8080,,,,15
1779557715.072227,192.168.1.45,192.168.1.100,6,419,69,47979,8443,FA,48796.0,,15
1779557715.111935,192.168.1.16,192.168.1.100,6,466,120,30856,3306,A,44077.0,,15
1779557715.130352,192.168.1.46,192.168.1.100,6,173,104,47307,443,S,54701.0,,15
1779557715.209874,192.168.1.12,192.168.1.100,6,643,84,32939,8443,FA,13414.0,,15
1779557715.235,192.168.1.28,192.168.1.100,6,666,87,36318,8443,FA,48949.0,,15
1779557715.235632,192.168.1.44,192.168.1.100,6,495,64,48435,53,A,14908.0,,15
1779557715.257796,192.168.1.29,192.168.1.100,6,164,109,43544,8443,SA,19881.0,,15
1779557715.258036,192.168.1.10,192.168.1.100,6,40,77,31093,22,A,53381.0,,15
1779557715.277905,192.168.1.24,192.168.1.100,6,580,97,38274,8443,A,41779.0,,15
1779557715.280161,192.168.1.45,192.168.1.100,6,314,92,41470,53,PA,55602.0,,15
1779557715.291407,192.168.1.51,192.168.1.100,17,232,101,35440,3306,,,,15
1779557715.29192,192.168.1.51,192.168.1.100,6,260,94,53573,8080,A,64453.0,,15
1779557715.309518,192.168.1.21,192.168.1.100,6,101,118,36497,80,A,33289.0,,15
1779557715.319406,192.168.1.48,192.168.1.100,6,403,81,49593,53,SA,62621.0,,15
1779557715.33618,192.168.1.3,192.168.1.100,17,686,117,34285,8443,,,,15
1779557715.341547,192.168.1.17,192.168.1.100,6,455,86,38031,8080,A,23641.0,,15
1779557715.355867,192.168.1.21,192.168.1.100,6,357,104,58658,53,PA,32914.0,,15
1779557715.38391,192.168.1.22,192.168.1.100,17,243,91,34729,53,,,,15
1779557715.407188,192.168.1.42,192.168.1.100,6,571,96,51259,8443,PA,48692.0,,15
1779557715.411319,192.168.1.22,192.168.1.100,6,40,67,48880,443,A,18078.0,,15
1779557715.488592,192.168.1.21,192.168.1.100,6,408,105,35106,53,PA,40158.0,,15
1779557715.508852,192.168.1.28,192.168.1.100,6,197,104,51358,8443,A,55543.0,,15
1779557715.577399,192.168.1.4,192.168.1.100,6,395,127,34332,8080,SA,14508.0,,15
1779557715.610205,192.168.1.51,192.168.1.100,6,256,113,38293,80,A,48862.0,,15
1779557715.610319,192.168.1.42,192.168.1.100,6,553,83,47995,53,SA,56935.0,,15
1779557715.62543,192.168.1.39,192.168.1.100,6,165,69,39564,8080,S,22239.0,,15
1779557715.649788,192.168.1.25,192.168.1.100,6,436,115,59889,22,A,51384.0,,15
1779557715.6884,192.168.1.50,192.168.1.100,6,564,80,33071,443,A,61549.0,,15
1779557715.720822,192.168.1.48,192.168.1.100,6,288,87,40848,53,A,59334.0,,15
1779557715.732234,192.168.1.46,192.168.1.100,6,571,68,50914,53,S,27617.0,,15
1779557715.757714,192.168.1.5,192.168.1.100,1,197,121,57673,8080,,,,15
1779557715.761825,192.168.1.38,192.168.1.100,6,597,120,39257,53,S,35173.0,,15
1779557715.780652,192.168.1.12,192.168.1.100,6,41,105,44884,80,S,61222.0,,15
1779557715.819944,192.168.1.9,192.168.1.100,17,248,102,47098,53,,,,15
1779557715.822901,192.168.1.35,192.168.1.100,6,887,120,31514,80,PA,37436.0,,15
1779557715.825398,192.168.1.21,192.168.1.100,6,577,71,48807,8443,SA,20756.0,,15
1779557715.864605,192.168.1.28,192.168.1.100,6,299,128,42948,8080,PA,16353.0,,15
1779557715.902253,192.168.1.31,192.168.1.100,6,471,116,35034,8080,FA,31691.0,,15
1779557715.90497,192.168.1.28,192.168.1.100,6,356,81,41477,443,A,35391.0,,15
1779557715.938456,192.168.1.3,192.168.1.100,6,474,125,43686,8443,PA,19998.0,,15
1779557715.973323,192.168.1.23,192.168.1.100,6,291,95,52363,8080,SA,54112.0,,15
1779557715.996862,192.168.1.21,192.168.1.100,6,219,113,56080,8443,FA,42903.0,,15
1779557716.031269,192.168.1.15,192.168.1.100,17,221,75,33323,22,,,,15
1779557716.043187,192.168.1.3,192.168.1.100,17,629,87,55944,8080,,,,15
1779557716.051014,192.168.1.23,192.168.1.100,6,364,86,52187,8080,FA,16004.0,,15
1779557716.064171,192.168.1.43,192.168.1.100,1,141,102,45803,80,,,,15
1779557716.084985,192.168.1.8,192.168.1.100,6,771,103,41620,443,A,26617.0,,15
1779557716.091595,192.168.1.41,192.168.1.100,17,628,96,38918,8443,,,,16
1779557716.105947,192.168.1.50,192.168.1.100,6,640,112,55664,22,A,31066.0,,16
1779557716.14103,192.168.1.46,192.168.1.100,6,151,112,57816,8080,SA,56806.0,,16
1779557716.143962,192.168.1.51,192.168.1.100,17,636,122,34579,53,,,,16
1779557716.166427,192.168.1.14,192.168.1.100,17,192,97,45224,53,,,,16
1779557716.173305,192.168.1.22,192.168.1.100,17,197,113,32916,8443,,,,16
1779557716.187558,192.168.1.33,192.168.1.100,6,298,90,43039,53,S,9117.0,,16
1779557716.217474,192.168.1.20,192.168.1.100,1,170,113,34372,22,,,,16
1779557716.217648,192.168.1.16,192.168.1.100,6,252,101,56516,53,A,64943.0,,16
1779557716.221608,192.168.1.35,192.168.1.100,6,147,84,43096,53,SA,38079.0,,16
1779557716.241957,192.168.1.49,192.168.1.100,6,375,71,44988,3306,A,50089.0,,16
1779557716.281406,192.168.1.9,192.168.1.100,17,624,71,50327,53,,,,16
1779557716.299042,192.168.1.32,192.168.1.100,17,988,126,32313,8443,,,,16
1779557716.311273,192.168.1.48,192.168.1.100,6,306,85,52690,443,S,63886.0,,16
1779557716.320775,192.168.1.33,192.168.1.100,6,410,100,30471,3306,A,8457.0,,16
1779557716.340622,192.168.1.14,192.168.1.100,6,160,73,35419,80,FA,10736.0,,16
1779557716.364455,192.168.1.33,192.168.1.100,17,300,119,57217,8443,,,,16
1779557716.40117,192.168.1.18,192.168.1.100,6,40,70,38375,53,SA,16900.0,,16
1779557716.415011,192.168.1.22,192.168.1.100,6,371,123,46226,53,FA,55300.0,,16
1779557716.416371,192.168.1.34,192.168.1.100,6,578,65,50017,53,SA,52946.0,,16
1779557716.425795,192.168.1.13,192.168.1.100,6,426,112,48794,443,A,26325.0,,16
1779557716.440003,192.168.1.39,192.168.1.100,6,69,105,59619,3306,A,17804.0,,16
1779557716.441904,192.168.1.5,192.168.1.100,6,298,124,31306,8080,PA,32872.0,,16
